claim_id,policy_id,claim_date,claim_amount,claim_status,claim_type,fraud_flag,days_to_process
CLM70788,POL52212,2022-10-17,175476.22,Pending,Other,No,36
CLM70789,POL50825,2026-07-20,550239.77,Pending,Death,No,10
CLM70790,POL50636,2023-08-29,1343754.09,Rejected,Death,No,17
CLM70791,POL51808,2022-11-01,386975.68,Approved,Theft,Yes,25
CLM70792,POL51979,2023-07-10,451226.85,Approved,Other,No,26
CLM70793,POL51164,2024-06-27,221097.06,Approved,Theft,No,8
CLM70794,POL51243,2024-11-20,85078.48,Pending,Hospital,No,27
CLM70795,POL50348,2023-05-03,279254.18,Pending,Hospital,Yes,1
CLM70796,POL51321,2025-09-21,362288.45,Pending,Accident,No,28
CLM70797,POL52719,2026-07-21,160030.41,Pending,Theft,No,33
CLM70798,POL50319,2022-02-24,244982.6,Rejected,Hospital,Yes,21
CLM70799,POL51601,2022-07-09,172761.91,Pending,Hospital,No,11
CLM70800,POL50049,2025-12-31,233834.39,Pending,Accident,No,11
CLM70801,POL50917,2024-02-14,249480.01,Approved,Other,Yes,31
CLM70802,POL52147,2022-12-03,500682.81,Rejected,Accident,Yes,19
CLM70803,POL51599,2022-05-19,95354.58,Pending,Theft,No,41
CLM70804,POL50226,2024-10-03,139392.77,Pending,Theft,No,43
CLM70805,POL51270,2024-01-16,112982.58,Approved,Accident,Yes,20
CLM70806,POL50220,2025-04-15,2256469.93,Approved,Death,No,12
CLM70807,POL51052,2024-07-04,386391.34,Approved,Accident,Yes,36
CLM70808,POL52169,2022-11-01,91923.73,Pending,Accident,No,32
CLM70809,POL50728,2025-07-06,871422.89,Rejected,Death,No,8
CLM70810,POL51274,2022-12-07,156214.07,Approved,Theft,No,42
CLM70811,POL51407,2023-03-26,102787.71,Rejected,Other,No,9
CLM70812,POL52412,2023-05-13,1511009.76,Rejected,Death,No,25
CLM70813,POL50341,2022-06-05,365154.65,Rejected,Hospital,Yes,9
CLM70814,POL51552,2023-04-13,286055.75,Pending,Accident,No,22
CLM70815,POL50083,2024-07-01,652994.39,Approved,Death,No,28
CLM70816,POL50261,2023-09-15,109290.7,Approved,Other,No,6
CLM70817,POL50622,2021-09-13,153330.95,Pending,Other,No,12
CLM70818,POL52031,2025-02-15,175047.85,Pending,Hospital,Yes,34
CLM70819,POL50113,2025-06-13,249273.38,Pending,Accident,No,43
CLM70820,POL52673,2025-08-24,290809.41,Pending,Hospital,Yes,41
CLM70821,POL51203,2024-05-26,102193.01,Rejected,Hospital,No,34
CLM70822,POL52370,2023-03-28,150586.16,Approved,Hospital,No,44
CLM70823,POL50626,2024-12-07,176993.03,Rejected,Theft,Yes,8
CLM70824,POL50950,2023-04-13,393715.79,Approved,Theft,No,9
CLM70825,POL52051,2025-03-21,228903.86,Rejected,Other,No,18
CLM70826,POL51067,2024-03-30,249552.4,Pending,Accident,No,41
CLM70827,POL51429,2025-12-19,183422.03,Pending,Other,No,36
CLM70828,POL52286,2026-08-21,142577.16,Approved,Other,Yes,17
CLM70829,POL51838,2022-01-29,1542263.85,Rejected,Death,No,1
CLM70830,POL52362,2022-03-13,223594.34,Rejected,Theft,No,28
CLM70831,POL50242,2025-03-03,284301.53,Rejected,Other,No,14
CLM70832,POL51716,2023-07-21,457019.21,Rejected,Death,No,10
CLM70833,POL51696,2025-06-16,120284.72,Pending,Theft,No,10
CLM70834,POL51714,2022-06-26,206488.05,Pending,Theft,No,11
CLM70835,POL51660,2025-05-31,191979.94,Approved,Other,No,15
CLM70836,POL52043,2022-07-03,597722.19,Approved,Theft,No,28
CLM70837,POL52386,2023-11-11,72899.63,Approved,Theft,No,8
CLM70838,POL50648,2026-07-14,177047.71,Pending,Theft,No,22
CLM70839,POL50293,2021-11-13,173121.88,Approved,Theft,No,41
CLM70840,POL50206,2023-10-17,1013651.13,Rejected,Death,No,43
CLM70841,POL50445,2022-07-11,2140993.12,Pending,Death,No,37
CLM70842,POL51852,2025-09-09,232472.77,Approved,Other,No,12
CLM70843,POL51172,2024-02-10,98654.16,Pending,Hospital,No,7
CLM70844,POL50983,2025-06-02,387546.78,Approved,Theft,Yes,39
CLM70845,POL52574,2024-05-29,467107.33,Approved,Hospital,No,18
CLM70846,POL52545,2023-09-02,285145.11,Pending,Accident,No,21
CLM70847,POL51519,2023-02-27,80163.98,Rejected,Theft,No,19
CLM70848,POL51289,2023-11-07,139048.92,Approved,Other,No,6
CLM70849,POL50763,2023-02-22,278103,Pending,Hospital,No,32
CLM70850,POL51293,2026-04-14,411470.13,Rejected,Accident,No,11
CLM70851,POL51157,2025-01-21,90776.79,Rejected,Hospital,No,11
CLM70852,POL50018,2024-04-14,612679.82,Approved,Death,No,34
CLM70853,POL52140,2024-09-30,311676.27,Pending,Theft,No,32
CLM70854,POL51233,2023-07-13,381396.45,Approved,Theft,No,37
CLM70855,POL50628,2024-12-03,272841.56,Approved,Hospital,No,32
CLM70856,POL51881,2022-05-19,319645.62,Pending,Theft,No,2
CLM70857,POL51258,2024-04-15,226014.12,Approved,Theft,No,19
CLM70858,POL50884,2022-09-11,1456712.03,Rejected,Death,No,19
CLM70859,POL50651,2024-09-28,268814.64,Pending,Accident,No,15
CLM70860,POL50164,2025-03-31,1144094.8,Rejected,Death,No,22
CLM70861,POL51415,2024-04-08,135716.97,Approved,Accident,Yes,22
CLM70862,POL51057,2022-12-06,215229.29,Approved,Other,No,28
CLM70863,POL50110,2023-12-27,481168.89,Rejected,Death,No,43
CLM70864,POL52295,2026-05-10,1290652,Approved,Death,No,29
CLM70865,POL52284,2026-04-23,176643.93,Approved,Hospital,No,42
CLM70866,POL51377,2025-04-10,264706.51,Pending,Hospital,No,37
CLM70867,POL52371,2025-12-08,155254.01,Pending,Accident,No,33
CLM70868,POL51352,2022-05-08,171027.34,Approved,Hospital,No,13
CLM70869,POL50476,2024-04-18,180299.75,Rejected,Other,Yes,26
CLM70870,POL51458,2025-10-27,218721.91,Pending,Other,No,5
CLM70871,POL50881,2021-09-20,1555092.57,Pending,Death,No,41
CLM70872,POL51271,2023-10-03,123790.51,Pending,Hospital,No,9
CLM70873,POL52745,2022-06-04,103861.8,Approved,Hospital,No,11
CLM70874,POL51001,2022-01-03,552659.23,Pending,Death,No,42
CLM70875,POL50610,2026-07-23,528261.09,Pending,Death,No,6
CLM70876,POL50361,2023-03-26,547233.39,Pending,Accident,Yes,25
CLM70877,POL52499,2022-08-11,1758996.6,Approved,Death,No,26
CLM70878,POL50039,2025-02-22,109360.36,Rejected,Theft,No,10
CLM70879,POL52567,2024-05-12,423312.8,Rejected,Theft,No,18
CLM70880,POL50171,2023-04-30,1707258.39,Rejected,Death,No,35
CLM70881,POL52124,2021-12-23,110681.81,Approved,Accident,Yes,32
CLM70882,POL50828,2024-01-07,149357.8,Pending,Accident,No,26
CLM70883,POL50705,2022-06-15,78517.92,Pending,Theft,No,24
CLM70884,POL50508,2023-06-05,210679.23,Rejected,Hospital,No,17
CLM70885,POL50377,2024-06-20,181573.93,Rejected,Theft,Yes,28
CLM70886,POL50184,2022-10-20,251950.05,Approved,Accident,No,1
CLM70887,POL50435,2024-10-25,326696.32,Approved,Death,No,4
CLM70888,POL51660,2026-04-25,73480.19,Pending,Other,No,35
CLM70889,POL51606,2023-01-17,205004.98,Pending,Theft,No,8
CLM70890,POL50793,2025-10-11,245689.39,Rejected,Theft,No,32
CLM70891,POL51918,2026-01-06,54638,Pending,Other,No,1
CLM70892,POL52171,2024-08-05,131748.51,Approved,Accident,No,12
CLM70893,POL52772,2023-03-15,1500571.53,Rejected,Death,Yes,42
CLM70894,POL51236,2024-10-17,81325.42,Rejected,Other,No,12
CLM70895,POL51054,2023-09-09,148901.6,Rejected,Other,No,44
CLM70896,POL52752,2022-12-12,465272.42,Pending,Death,No,12
CLM70897,POL52664,2024-05-18,272788.79,Approved,Theft,No,28
CLM70898,POL52621,2024-12-20,80249.16,Approved,Hospital,No,30
CLM70899,POL51718,2022-01-22,214697.79,Approved,Accident,No,28
CLM70900,POL51744,2022-06-08,400059.84,Rejected,Accident,No,13
CLM70901,POL52624,2025-04-29,339161.1,Pending,Accident,No,34
CLM70902,POL51348,2023-01-27,142722.28,Pending,Theft,No,14
CLM70903,POL50603,2022-12-27,155133.57,Approved,Hospital,No,36
CLM70904,POL52786,2022-03-08,801068.53,Approved,Death,No,17
CLM70905,POL52380,2025-08-28,131208.2,Approved,Accident,No,37
CLM70906,POL50155,2024-08-11,209269.7,Pending,Hospital,No,44
CLM70907,POL50315,2025-07-03,239852.21,Pending,Accident,Yes,34
CLM70908,POL52495,2023-04-29,146054.85,Approved,Theft,No,21
CLM70909,POL50850,2025-07-14,247351.18,Approved,Other,Yes,19
CLM70910,POL51966,2024-08-19,128816.09,Pending,Hospital,No,17
CLM70911,POL50331,2023-01-22,63971.75,Rejected,Other,No,16
CLM70912,POL50481,2025-09-16,169180.78,Approved,Hospital,No,21
CLM70913,POL52109,2026-01-11,159594.16,Pending,Other,No,22
CLM70914,POL52769,2025-01-06,237008.69,Pending,Accident,Yes,32
CLM70915,POL51413,2024-01-15,166896.83,Pending,Theft,No,40
CLM70916,POL50117,2022-07-07,85409.13,Pending,Other,No,39
CLM70917,POL50661,2025-08-04,550663.97,Pending,Death,Yes,27
CLM70918,POL50601,2026-08-15,195838.01,Rejected,Accident,No,44
CLM70919,POL52645,2022-02-16,112960.32,Pending,Other,No,40
CLM70920,POL51179,2025-09-09,432898.68,Pending,Accident,No,22
CLM70921,POL52682,2022-05-28,205390.86,Rejected,Theft,No,19
CLM70922,POL52431,2022-07-01,114933.48,Approved,Other,No,21
CLM70923,POL51267,2026-01-17,432234.15,Pending,Accident,Yes,2
CLM70924,POL50068,2023-04-16,274998.83,Approved,Hospital,No,15
CLM70925,POL52751,2026-02-25,111592.71,Pending,Hospital,No,17
CLM70926,POL50026,2021-12-07,29659.99,Pending,Other,No,35
CLM70927,POL52420,2024-03-25,92743.68,Rejected,Theft,No,12
CLM70928,POL51163,2023-11-15,242359.98,Approved,Theft,No,29
CLM70929,POL50850,2024-12-30,234247.4,Rejected,Other,Yes,15
CLM70930,POL51150,2023-04-23,95919.78,Rejected,Hospital,No,16
CLM70931,POL51005,2024-03-05,1251022.97,Approved,Death,No,4
CLM70932,POL51945,2022-04-05,204589.44,Rejected,Other,Yes,23
CLM70933,POL51615,2024-06-22,301314.98,Rejected,Other,No,5
CLM70934,POL50724,2023-07-24,241249.67,Approved,Other,No,10
CLM70935,POL51487,2023-08-08,353858.84,Rejected,Theft,No,23
CLM70936,POL51141,2024-01-17,191486.68,Pending,Other,No,31
CLM70937,POL52604,2023-03-26,188311.26,Pending,Other,No,18
CLM70938,POL52524,2024-04-13,126721.66,Rejected,Other,No,12
CLM70939,POL51743,2024-04-29,331542.41,Pending,Hospital,No,40
CLM70940,POL52730,2026-02-02,128413.76,Rejected,Accident,No,16
CLM70941,POL51056,2025-11-19,233252.65,Rejected,Accident,No,15
CLM70942,POL50246,2026-06-14,196483.23,Approved,Other,No,3
CLM70943,POL50131,2026-05-27,505510.27,Rejected,Accident,No,16
CLM70944,POL52355,2025-11-03,173236.63,Rejected,Hospital,No,10
CLM70945,POL51078,2025-03-25,291852.16,Rejected,Theft,No,16
CLM70946,POL52433,2025-11-15,226528.69,Approved,Accident,No,9
CLM70947,POL51290,2024-06-23,245713.14,Approved,Other,No,9
CLM70948,POL50028,2024-02-15,167466.76,Pending,Accident,No,33
CLM70949,POL51490,2025-08-14,316275.39,Pending,Hospital,No,21
CLM70950,POL51676,2025-02-06,238362.36,Rejected,Accident,No,31
CLM70951,POL51269,2024-06-18,82937.28,Rejected,Other,No,26
CLM70952,POL52368,2023-11-07,231553.77,Pending,Accident,No,24
CLM70953,POL51818,2023-06-01,426018.66,Approved,Hospital,No,21
CLM70954,POL51027,2021-10-19,150183.59,Rejected,Accident,No,18
CLM70955,POL52029,2023-07-03,119021.27,Approved,Accident,No,12
CLM70956,POL50901,2024-01-02,268539.71,Pending,Hospital,No,40
CLM70957,POL52370,2025-01-09,64827.91,Pending,Other,No,19
CLM70958,POL50790,2025-04-25,480729.64,Approved,Hospital,No,39
CLM70959,POL51881,2022-09-28,474711.73,Rejected,Hospital,No,34
CLM70960,POL51168,2024-06-21,420145.5,Pending,Accident,No,27
CLM70961,POL50283,2026-08-31,248599.94,Approved,Accident,No,38
CLM70962,POL51777,2026-05-16,413760.66,Rejected,Theft,No,29
CLM70963,POL51077,2023-08-02,1763610.66,Rejected,Death,No,36
CLM70964,POL51790,2022-07-27,168556.01,Rejected,Hospital,No,36
CLM70965,POL51522,2025-05-30,513309.48,Rejected,Accident,No,29
CLM70966,POL50114,2021-09-22,570525.58,Approved,Death,No,32
CLM70967,POL50579,2023-11-19,163112.54,Rejected,Theft,No,36
CLM70968,POL51978,2024-04-21,73422.09,Approved,Theft,No,10
CLM70969,POL51315,2021-09-13,268922.38,Approved,Accident,No,39
CLM70970,POL51312,2023-03-24,189876.39,Pending,Hospital,No,23
CLM70971,POL50006,2022-02-21,175480.44,Approved,Hospital,No,6
CLM70972,POL50854,2023-07-08,138076.55,Pending,Other,No,7
CLM70973,POL51889,2022-12-10,134718.07,Pending,Theft,Yes,34
CLM70974,POL52508,2026-04-13,255263.92,Pending,Accident,No,36
CLM70975,POL51618,2024-09-15,1709881.43,Pending,Death,No,29
CLM70976,POL51524,2021-11-03,105850.79,Rejected,Theft,No,29
CLM70977,POL51323,2023-01-18,384800.35,Rejected,Accident,No,39
CLM70978,POL51914,2024-01-25,1002263.15,Rejected,Death,No,44
CLM70979,POL52254,2021-11-22,217026.63,Approved,Theft,No,37
CLM70980,POL50622,2025-02-24,147714.43,Pending,Other,No,7
CLM70981,POL52014,2022-12-09,125745.09,Pending,Theft,Yes,36
CLM70982,POL50688,2024-10-19,224839.92,Rejected,Theft,No,23
CLM70983,POL50086,2026-07-13,324044.41,Rejected,Accident,No,36
CLM70984,POL50208,2025-10-16,120629.3,Approved,Theft,No,32
CLM70985,POL50128,2025-12-28,76813.32,Pending,Other,No,30
CLM70986,POL50790,2026-04-24,229586.88,Pending,Hospital,No,39
CLM70987,POL50357,2026-08-29,364607.47,Approved,Accident,No,7
CLM70988,POL50238,2024-11-01,1487630.39,Pending,Death,No,38
CLM70989,POL50414,2024-02-15,1642634.07,Pending,Death,No,16
CLM70990,POL50104,2024-01-15,301013.87,Approved,Accident,No,9
CLM70991,POL50966,2026-01-18,131502.91,Approved,Other,No,32
CLM70992,POL52325,2025-06-05,179806.2,Approved,Theft,No,44
CLM70993,POL51562,2025-09-17,483381.59,Approved,Death,No,4
CLM70994,POL50180,2021-11-11,156382.48,Pending,Hospital,Yes,44
CLM70995,POL51055,2021-10-25,214220.26,Pending,Hospital,Yes,16
CLM70996,POL51209,2026-02-22,157533.38,Approved,Theft,No,43
CLM70997,POL50486,2022-06-09,188474.27,Pending,Theft,No,3
CLM70998,POL51050,2025-05-10,452585.25,Rejected,Death,No,27
CLM70999,POL50947,2026-01-11,140572.91,Pending,Accident,No,24
CLM71000,POL51388,2022-05-01,265271.46,Rejected,Theft,No,37
CLM71001,POL51969,2023-10-09,145032.12,Rejected,Hospital,Yes,21
CLM71002,POL51345,2025-11-26,178282.6,Approved,Accident,No,4
CLM71003,POL50206,2021-12-14,188759.69,Approved,Theft,No,9
CLM71004,POL50153,2024-11-10,156940.59,Pending,Accident,No,12
CLM71005,POL52511,2021-12-25,434686.85,Pending,Accident,Yes,39
CLM71006,POL51961,2022-02-28,96018.59,Pending,Theft,No,5
CLM71007,POL51855,2024-05-24,180137.21,Approved,Theft,No,37
CLM71008,POL52583,2026-08-04,103166.35,Rejected,Other,No,23
CLM71009,POL51526,2022-08-23,237869.28,Approved,Hospital,No,25
CLM71010,POL50206,2024-09-28,171553.53,Approved,Hospital,No,43
CLM71011,POL52015,2021-10-03,247060.93,Pending,Accident,No,34
CLM71012,POL50456,2025-11-10,276241.57,Approved,Other,No,29
CLM71013,POL51880,2025-11-30,638212.65,Rejected,Death,No,37
CLM71014,POL51129,2023-04-04,127112.39,Rejected,Theft,Yes,21
CLM71015,POL50077,2025-03-21,153700.58,Pending,Theft,Yes,41
CLM71016,POL50154,2026-03-15,1880709.64,Pending,Death,Yes,35
CLM71017,POL51106,2024-08-10,210346.51,Pending,Hospital,No,43
CLM71018,POL51676,2026-05-25,1668192.64,Rejected,Death,No,25
CLM71019,POL50482,2024-04-03,823809.28,Pending,Death,No,29
CLM71020,POL50299,2026-05-18,398794.42,Pending,Hospital,No,21
CLM71021,POL51059,2023-09-09,269703.53,Pending,Hospital,No,41
CLM71022,POL52272,2025-11-11,237517.21,Pending,Theft,No,28
CLM71023,POL52213,2025-01-08,121945.82,Approved,Accident,No,7
CLM71024,POL51931,2021-12-30,81522.83,Pending,Theft,No,23
CLM71025,POL51196,2025-10-19,256143.04,Pending,Other,No,6
CLM71026,POL51242,2024-03-07,424260.06,Pending,Accident,No,29
CLM71027,POL50637,2025-04-26,838981.4,Rejected,Accident,Yes,31
CLM71028,POL50384,2022-02-03,104653.1,Approved,Hospital,No,36
CLM71029,POL50041,2023-11-22,318735.19,Rejected,Accident,No,7
CLM71030,POL52432,2023-01-19,149837.36,Pending,Accident,No,21
CLM71031,POL51395,2022-08-31,172631.69,Pending,Accident,No,16
CLM71032,POL50007,2024-03-14,194481.65,Rejected,Accident,No,19
CLM71033,POL51492,2022-07-16,302668.59,Pending,Accident,No,42
CLM71034,POL50728,2025-05-29,645730.17,Approved,Death,No,25
CLM71035,POL51202,2025-11-11,183054.69,Pending,Theft,No,20
CLM71036,POL51897,2021-09-08,378977.95,Pending,Accident,No,40
CLM71037,POL52287,2023-01-16,263649.86,Approved,Other,No,24
CLM71038,POL51978,2023-06-05,1272437.24,Approved,Death,No,19
CLM71039,POL52534,2023-05-19,188023.95,Pending,Other,Yes,24
CLM71040,POL50662,2024-07-07,232908.13,Approved,Accident,No,38
CLM71041,POL51867,2025-02-26,677174.38,Approved,Death,No,20
CLM71042,POL52517,2024-07-03,327329.3,Approved,Accident,No,28
CLM71043,POL50870,2023-12-27,106431.58,Rejected,Theft,No,8
CLM71044,POL52258,2022-04-03,191047.33,Approved,Theft,No,1
CLM71045,POL52659,2022-02-15,128482.01,Pending,Hospital,No,3
CLM71046,POL51818,2025-04-27,244893.11,Pending,Accident,No,21
CLM71047,POL50462,2022-08-08,129900.97,Rejected,Hospital,No,32
CLM71048,POL50736,2024-08-18,147330.02,Pending,Theft,No,10
CLM71049,POL51919,2026-07-03,156906.65,Rejected,Hospital,No,42
CLM71050,POL52449,2025-07-04,120865.44,Rejected,Theft,No,7
CLM71051,POL50064,2025-08-14,239315.41,Pending,Accident,No,31
CLM71052,POL50920,2022-10-05,44644.65,Rejected,Other,No,11
CLM71053,POL50659,2023-07-19,101516.52,Pending,Accident,No,3
CLM71054,POL51187,2022-01-29,328811.25,Pending,Hospital,No,32
CLM71055,POL52167,2025-04-18,968873.6,Rejected,Death,No,23
CLM71056,POL51414,2022-11-27,174125.73,Rejected,Accident,No,28
CLM71057,POL51460,2025-11-10,358016.55,Approved,Hospital,No,42
CLM71058,POL51719,2024-11-19,653802.96,Rejected,Death,No,24
CLM71059,POL51452,2026-03-08,187094.58,Pending,Accident,No,38
CLM71060,POL51942,2022-08-18,148700.6,Rejected,Hospital,No,22
CLM71061,POL50300,2025-06-14,648570.24,Rejected,Accident,No,16
CLM71062,POL50062,2022-05-03,247442.54,Rejected,Hospital,No,18
CLM71063,POL52336,2021-12-09,165420.5,Approved,Other,No,16
CLM71064,POL51346,2025-03-15,189395.19,Approved,Other,No,40
CLM71065,POL50842,2022-07-25,98998.65,Rejected,Accident,No,23
CLM71066,POL51277,2022-05-17,133747.36,Pending,Theft,No,42
CLM71067,POL51835,2023-04-02,276198.82,Rejected,Hospital,No,12
CLM71068,POL50342,2022-10-20,219548.53,Pending,Hospital,No,34
CLM71069,POL51476,2022-08-12,662709.61,Pending,Hospital,No,6
CLM71070,POL50310,2026-02-03,114782.55,Pending,Other,No,13
CLM71071,POL52431,2022-07-23,1442288.38,Pending,Death,Yes,2
CLM71072,POL51585,2023-02-23,1346679.09,Pending,Death,No,41
CLM71073,POL52291,2025-02-28,161103.3,Approved,Other,No,14
CLM71074,POL52034,2022-12-30,211697.54,Rejected,Theft,No,37
CLM71075,POL52303,2024-02-15,129740.34,Pending,Other,No,19
CLM71076,POL50962,2024-07-26,67112.66,Approved,Theft,No,6
CLM71077,POL50391,2023-06-02,178614.01,Approved,Other,No,16
CLM71078,POL52522,2024-11-18,272555.36,Approved,Hospital,No,16
CLM71079,POL52502,2023-12-03,1206184.76,Approved,Death,No,23
CLM71080,POL52498,2024-10-29,227051.24,Rejected,Hospital,No,15
CLM71081,POL52797,2025-10-31,292410.14,Approved,Theft,No,30
CLM71082,POL51681,2021-11-09,97284.56,Approved,Other,No,33
CLM71083,POL51443,2025-11-06,375084.25,Pending,Theft,No,7
CLM71084,POL52252,2023-08-08,152551.67,Approved,Accident,No,24
CLM71085,POL50308,2024-05-12,142126.24,Pending,Other,No,26
CLM71086,POL52211,2022-09-22,253001.07,Approved,Theft,No,12
CLM71087,POL52295,2025-03-08,170059.95,Approved,Hospital,No,34
CLM71088,POL51627,2023-05-29,319938.92,Rejected,Hospital,No,11
CLM71089,POL51092,2025-09-23,126373.6,Approved,Other,No,39
CLM71090,POL51853,2025-08-27,159126.87,Approved,Other,No,21
CLM71091,POL52588,2022-09-17,228353.9,Pending,Accident,No,17
CLM71092,POL50444,2025-03-04,164880.27,Approved,Hospital,No,30
CLM71093,POL50877,2024-03-11,2773685.82,Rejected,Death,No,28
CLM71094,POL51894,2025-10-28,98569.46,Approved,Other,No,23
CLM71095,POL52355,2025-08-24,57391.76,Pending,Theft,No,31
CLM71096,POL51840,2022-02-15,602192.18,Rejected,Death,Yes,12
CLM71097,POL51666,2025-07-17,160177.61,Pending,Other,No,36
CLM71098,POL50239,2022-12-18,182217.49,Approved,Hospital,No,28
CLM71099,POL51220,2024-01-05,1497695.08,Pending,Death,No,10
CLM71100,POL52518,2021-10-30,1470689.57,Approved,Death,No,44
CLM71101,POL51018,2022-04-01,767546.61,Rejected,Death,No,39
CLM71102,POL51072,2024-12-18,107807.47,Pending,Accident,No,8
CLM71103,POL51007,2022-08-09,94763.31,Approved,Theft,Yes,35
CLM71104,POL51022,2022-05-16,885624.97,Pending,Death,No,24
CLM71105,POL51140,2024-08-10,100622.18,Pending,Hospital,No,34
CLM71106,POL52181,2023-07-15,208005.98,Approved,Accident,No,17
CLM71107,POL51279,2023-07-25,305297.49,Rejected,Other,No,11
CLM71108,POL51713,2024-08-12,213657.32,Rejected,Theft,No,10
CLM71109,POL51243,2021-11-03,184157.4,Pending,Theft,No,3
CLM71110,POL52472,2025-03-07,534861.83,Pending,Death,No,39
CLM71111,POL50505,2024-10-27,985612.81,Approved,Death,No,14
CLM71112,POL50346,2026-01-08,219685.91,Approved,Accident,No,43
CLM71113,POL51148,2021-09-17,202811.14,Rejected,Theft,No,10
CLM71114,POL52755,2023-10-12,316453.55,Rejected,Hospital,No,16
CLM71115,POL51976,2023-05-07,344705.14,Rejected,Hospital,No,39
CLM71116,POL51740,2024-11-29,191982.1,Pending,Theft,No,16
CLM71117,POL51099,2022-03-05,1162532.66,Rejected,Death,No,34
CLM71118,POL50833,2026-03-29,170312.88,Rejected,Hospital,No,5
CLM71119,POL52706,2023-03-16,317107.71,Pending,Theft,Yes,42
CLM71120,POL51201,2024-01-03,115514.37,Pending,Theft,No,28
CLM71121,POL52006,2022-08-09,198322.28,Rejected,Hospital,No,34
CLM71122,POL52289,2021-10-12,408273.14,Approved,Hospital,Yes,2
CLM71123,POL51856,2025-09-20,196493.57,Pending,Accident,No,43
CLM71124,POL50656,2023-12-15,112531.67,Approved,Hospital,No,22
CLM71125,POL50812,2024-07-21,203585.44,Approved,Accident,No,10
CLM71126,POL50062,2023-11-06,300817.1,Rejected,Other,No,7
CLM71127,POL52741,2023-09-02,289173.44,Rejected,Death,No,4
CLM71128,POL52359,2025-11-04,263132.45,Rejected,Accident,No,30
CLM71129,POL51138,2022-12-08,655496.52,Approved,Death,No,10
CLM71130,POL52524,2023-07-16,137939.92,Rejected,Other,No,41
CLM71131,POL50432,2023-05-13,756061.52,Pending,Death,No,11
CLM71132,POL50115,2025-01-24,355622.29,Approved,Hospital,No,4
CLM71133,POL50379,2023-03-05,225999.23,Rejected,Hospital,No,38
CLM71134,POL52498,2026-07-12,364634.3,Rejected,Hospital,No,35
CLM71135,POL50451,2026-01-23,418088.56,Approved,Hospital,No,23
CLM71136,POL50190,2025-06-28,223313.37,Pending,Hospital,No,37
CLM71137,POL50525,2026-03-06,183805.59,Pending,Hospital,No,32
CLM71138,POL51168,2024-03-17,265660.58,Approved,Hospital,No,8
CLM71139,POL51396,2023-10-12,1196897.7,Approved,Death,No,19
CLM71140,POL50665,2025-07-18,123591.55,Approved,Hospital,No,41
CLM71141,POL52276,2026-06-11,168792,Rejected,Other,No,30
CLM71142,POL52715,2023-09-05,792834.86,Pending,Death,No,28
CLM71143,POL50820,2021-10-25,121566.45,Approved,Other,No,8
CLM71144,POL52633,2024-03-26,176971.45,Pending,Accident,No,24
CLM71145,POL52310,2026-04-15,658217.01,Pending,Death,No,8
CLM71146,POL52505,2026-02-08,281028.4,Pending,Other,No,30
CLM71147,POL50166,2026-07-02,150048.8,Pending,Theft,No,10
CLM71148,POL52357,2026-05-22,1594433.88,Pending,Death,Yes,13
CLM71149,POL51652,2022-08-31,960936.24,Approved,Death,No,26
CLM71150,POL50104,2026-07-15,102166.06,Approved,Theft,No,2
CLM71151,POL52126,2025-06-07,242017.87,Rejected,Hospital,No,31
CLM71152,POL50682,2022-04-28,138034.15,Approved,Accident,No,20
CLM71153,POL52251,2023-05-04,338672.56,Approved,Accident,No,23
CLM71154,POL51766,2026-06-22,811194.69,Approved,Death,No,33
CLM71155,POL51384,2026-07-11,276040.55,Approved,Theft,No,34
CLM71156,POL50064,2023-03-22,450519.1,Pending,Hospital,No,41
CLM71157,POL52516,2025-07-03,104981.94,Rejected,Accident,No,8
CLM71158,POL50414,2025-09-06,714670.77,Approved,Death,No,19
CLM71159,POL52345,2023-12-20,120168.81,Approved,Hospital,No,5
CLM71160,POL51942,2022-07-02,441318.09,Approved,Other,No,12
CLM71161,POL50194,2021-09-04,176526.56,Rejected,Hospital,No,25
CLM71162,POL51529,2022-05-30,129529,Approved,Accident,No,6
CLM71163,POL52720,2026-02-02,551767.17,Approved,Theft,No,20
CLM71164,POL52609,2023-03-07,626004.99,Approved,Death,No,42
CLM71165,POL50411,2022-01-27,399999.95,Rejected,Death,No,4
CLM71166,POL50488,2022-11-08,123276.27,Approved,Hospital,No,11
CLM71167,POL50431,2022-09-09,161133.13,Rejected,Other,No,13
CLM71168,POL52134,2022-02-14,255784.33,Rejected,Accident,No,41
CLM71169,POL50452,2022-11-24,144839.5,Pending,Hospital,Yes,33
CLM71170,POL50179,2025-02-04,117696.75,Pending,Other,No,9
CLM71171,POL51099,2025-11-26,154034.38,Rejected,Other,No,31
CLM71172,POL52734,2023-07-18,484645.3,Pending,Accident,Yes,1
CLM71173,POL50870,2024-01-23,259892.22,Pending,Hospital,No,36
CLM71174,POL52044,2023-05-25,113188.25,Pending,Other,No,10
CLM71175,POL50404,2024-01-11,160572.3,Pending,Theft,Yes,32
CLM71176,POL51753,2025-02-08,220410.18,Approved,Other,No,22
CLM71177,POL51639,2025-03-02,579111.11,Rejected,Accident,No,33
CLM71178,POL52557,2026-03-28,518059.69,Approved,Death,No,16
CLM71179,POL52021,2025-01-06,436380.99,Pending,Accident,No,24
CLM71180,POL50339,2025-10-30,188149.79,Approved,Hospital,No,40
