policy_id,customer_id,product_type,coverage_amount,annual_premium,policy_start_date,policy_end_date,agent_id,status
POL51345,CUST10814,Term,640821.16,33132.23,2026-08-04,2027-08-04,AGT5171,Lapsed
POL51346,CUST10937,Vehicle,595285.76,31335.82,2022-10-14,2023-10-14,AGT5008,Active
POL51347,CUST11388,Vehicle,753089.9,40882.46,2023-11-26,2024-11-26,AGT5049,Active
POL51348,CUST10314,Vehicle,555576.66,26234.89,2021-12-06,2022-12-06,AGT5017,Lapsed
POL51349,CUST10296,Vehicle,612075.46,32958.74,2021-04-08,2022-04-08,AGT5125,Lapsed
POL51350,CUST10698,Whole,581313.69,31076.75,2025-08-04,2026-08-04,AGT5279,Active
POL51351,CUST11294,Term,480885.08,25787.13,2022-02-04,2023-02-04,AGT5021,Active
POL51352,CUST10100,Property,512190.71,26841.23,2021-10-20,2022-10-20,AGT5292,Lapsed
POL51353,CUST11310,Property,761832.52,36322.05,2022-06-21,2023-06-21,AGT5260,Lapsed
POL51354,CUST10829,Term,531090.14,28561.35,2025-09-02,2026-09-02,AGT5001,Cancelled
POL51355,CUST10932,Term,640693.49,32672.48,2026-06-02,2027-06-02,AGT5004,Active
POL51356,CUST10934,Property,603332.45,31618.31,2024-04-14,2025-04-14,AGT5270,Active
POL51357,CUST10097,Whole,727575.03,34234.28,2021-12-20,2022-12-20,AGT5175,Active
POL51358,CUST10415,Vehicle,664406.85,30944.15,2022-10-30,2023-10-30,AGT5052,Active
POL51359,CUST11250,Property,416050.79,19874.13,2021-06-11,2022-06-11,AGT5286,Active
POL51360,CUST10686,Vehicle,512357.03,25676.11,2024-05-29,2025-05-29,AGT5168,Active
POL51361,CUST10931,Health,599169.74,29458.93,2021-02-12,2022-02-12,AGT5190,Lapsed
POL51362,CUST11566,Term,443057.62,23870.21,2022-03-15,2023-03-15,AGT5203,Lapsed
POL51363,CUST10078,Whole,578824.08,26122.44,2022-12-18,2023-12-18,AGT5060,Cancelled
POL51364,CUST10743,Whole,507341.08,23236.47,2026-02-04,2027-02-04,AGT5107,Cancelled
POL51365,CUST10597,Vehicle,402477.1,19421.17,2023-01-27,2024-01-27,AGT5038,Active
POL51366,CUST10177,Property,768901.24,35890.25,2021-03-04,2022-03-04,AGT5158,Active
POL51367,CUST11574,Vehicle,729299.82,35784.92,2022-03-14,2023-03-14,AGT5296,Lapsed
POL51368,CUST11590,Health,611634.15,31912.58,2023-03-24,2024-03-24,AGT5188,Active
POL51369,CUST10513,Term,458191.36,25170.37,2024-11-03,2025-11-03,AGT5207,Active
POL51370,CUST11570,Vehicle,751662.9,35343.75,2023-11-21,2024-11-21,AGT5058,Active
POL51371,CUST10060,Health,570777.3,27203.1,2021-02-04,2022-02-04,AGT5162,Lapsed
POL51372,CUST11619,Vehicle,743176.52,39156.03,2025-01-26,2026-01-26,AGT5298,Active
POL51373,CUST11378,Term,397743.85,18980.53,2026-08-24,2027-08-24,AGT5026,Active
POL51374,CUST10364,Property,451786.23,23509.83,2024-11-08,2025-11-08,AGT5061,Active
POL51375,CUST10991,Vehicle,633999.32,32229.29,2021-10-30,2022-10-30,AGT5215,Active
POL51376,CUST11313,Whole,734264.19,39319.07,2022-11-27,2023-11-27,AGT5003,Active
POL51377,CUST10526,Term,448560.91,20334.78,2024-08-13,2025-08-13,AGT5061,Lapsed
POL51378,CUST10586,Term,502472.98,27534.25,2025-08-06,2026-08-06,AGT5283,Active
POL51379,CUST11049,Vehicle,600331.03,32803.59,2024-04-21,2025-04-21,AGT5005,Lapsed
POL51380,CUST10245,Vehicle,755871.87,34183.46,2023-03-11,2024-03-11,AGT5128,Active
POL51381,CUST10197,Vehicle,680273.4,34010.33,2021-08-05,2022-08-05,AGT5098,Lapsed
POL51382,CUST10415,Vehicle,727106.73,35638.6,2026-08-18,2027-08-18,AGT5119,Active
POL51383,CUST11224,Health,586254.39,27871.49,2023-04-11,2024-04-11,AGT5077,Active
POL51384,CUST10608,Health,657079.94,35993.7,2020-10-29,2021-10-29,AGT5082,Active
POL51385,CUST10841,Whole,580212.34,27122.61,2024-04-18,2025-04-18,AGT5228,Active
POL51386,CUST10333,Vehicle,424931.96,20241.87,2021-02-19,2022-02-19,AGT5007,Active
POL51387,CUST10330,Vehicle,646212.7,29132.71,2021-06-03,2022-06-03,AGT5038,Active
POL51388,CUST11078,Vehicle,605357.52,30753.51,2021-05-02,2022-05-02,AGT5079,Active
POL51389,CUST10179,Vehicle,561462.32,30098.86,2023-12-19,2024-12-19,AGT5247,Active
POL51390,CUST11104,Whole,490871.5,25142.01,2021-01-25,2022-01-25,AGT5117,Active
POL51391,CUST10669,Vehicle,674428.74,34743.92,2024-07-07,2025-07-07,AGT5010,Active
POL51392,CUST11111,Vehicle,688115.01,31421.54,2022-11-07,2023-11-07,AGT5156,Lapsed
POL51393,CUST10637,Vehicle,515662.17,26890.79,2022-09-04,2023-09-04,AGT5188,Lapsed
POL51394,CUST11398,Health,674718.3,33121.95,2022-04-24,2023-04-24,AGT5137,Lapsed
POL51395,CUST10094,Health,479409.59,23844.45,2025-11-20,2026-11-20,AGT5026,Active
POL51396,CUST11478,Health,387646.87,19711.9,2022-01-10,2023-01-10,AGT5263,Active
POL51397,CUST10442,Property,449113.42,24590.6,2020-09-24,2021-09-24,AGT5257,Lapsed
POL51398,CUST10074,Health,523080.41,27452.22,2022-12-08,2023-12-08,AGT5273,Lapsed
POL51399,CUST10933,Property,415747.25,21552.03,2026-06-27,2027-06-27,AGT5289,Lapsed
POL51400,CUST10382,Whole,661588.83,32628.85,2022-12-11,2023-12-11,AGT5095,Active
POL51401,CUST10759,Property,691111.9,31338.13,2021-04-21,2022-04-21,AGT5126,Lapsed
POL51402,CUST11319,Term,591122.17,29784.78,2026-03-24,2027-03-24,AGT5287,Active
POL51403,CUST11304,Property,728939.15,37619.68,2021-09-23,2022-09-23,AGT5134,Active
POL51404,CUST10992,Whole,752400.29,39156.34,2025-01-16,2026-01-16,AGT5259,Active
POL51405,CUST11615,Term,552252.18,28208.38,2022-07-06,2023-07-06,AGT5194,Active
POL51406,CUST10767,Whole,419313.96,20128.61,2025-08-08,2026-08-08,AGT5278,Active
POL51407,CUST10067,Property,474036.68,22379.42,2023-08-12,2024-08-12,AGT5003,Active
POL51408,CUST11353,Health,580165.62,26630.15,2023-11-06,2024-11-06,AGT5211,Active
POL51409,CUST10376,Property,541226.99,28159.13,2024-11-16,2024-11-16,AGT5240,Active
POL51410,CUST10297,Term,642831.08,35167.91,2025-11-12,2026-11-12,AGT5059,Active
POL51411,CUST10118,Term,635859.47,31952.08,2023-12-25,2024-12-25,AGT5220,Active
POL51412,CUST10544,Term,612447.94,31683.05,2024-04-26,2025-04-26,AGT5058,Lapsed
POL51413,CUST10539,Whole,445765.54,23146.83,2026-01-20,2027-01-20,AGT5271,Active
POL51414,CUST10496,Property,495077.39,23077.75,2021-09-12,2022-09-12,AGT5272,Active
POL51415,CUST10979,Vehicle,520831.69,24436.39,2026-05-09,2027-05-09,AGT5001,Active
POL51416,CUST11242,Vehicle,689630.0,32469.0,2023-01-04,2024-01-04,AGT5152,Cancelled
POL51417,CUST11552,Health,588777.99,31987.38,2022-09-29,2023-09-29,AGT5114,Active
POL51418,CUST10157,Term,627542.42,28337.18,2025-02-13,2026-02-13,AGT5267,Active
POL51419,CUST10250,Health,585248.07,29503.34,2026-06-25,2027-06-25,AGT5096,Active
POL51420,CUST10974,Whole,578732.8,28225.83,2023-11-12,2024-11-12,AGT5216,Active
POL51421,CUST10162,Health,363871.1,18773.38,2024-03-29,2025-03-29,AGT5035,Active
POL51422,CUST10615,Health,420392.24,19844.58,2025-10-09,2026-10-09,AGT5063,Active
POL51423,CUST11042,Health,399105.75,21795.85,2023-07-15,2024-07-15,AGT5295,Active
POL51424,CUST11288,Whole,409638.72,19790.53,2021-06-09,2022-06-09,AGT5115,Lapsed
POL51425,CUST10370,Whole,507998.51,27563.63,2020-09-23,2021-09-23,AGT5229,Active
POL51426,CUST11105,Whole,688276.12,35027.75,2023-10-03,2024-10-03,AGT5290,Lapsed
POL51427,CUST11071,Whole,429325.74,21099.05,2021-08-09,2022-08-09,AGT5289,Active
POL51428,CUST11422,Whole,427897.67,22395.67,2021-06-06,2022-06-06,AGT5005,Cancelled
POL51429,CUST10518,Vehicle,424971.8,21474.1,2022-12-12,2023-12-12,AGT5069,Active
POL51430,CUST11239,Health,444437.59,20615.6,2025-02-01,2026-02-01,AGT5214,Active
POL51431,CUST11244,Vehicle,454434.3,23650.98,2020-12-27,2021-12-27,AGT5278,Active
POL51432,CUST10401,Property,390375.03,19829.08,2025-01-10,2026-01-10,AGT5293,Active
POL51433,CUST11036,Property,491453.39,24895.28,2026-07-10,2027-07-10,AGT5216,Lapsed
POL51434,CUST11118,Term,761586.34,39893.0,2024-12-01,2025-12-01,AGT5031,Cancelled
POL51435,CUST10449,Health,467770.25,24106.45,2022-03-03,2023-03-03,AGT5222,Lapsed
POL51436,CUST10746,Property,466334.73,22692.98,2024-04-29,2025-04-29,AGT5081,Active
POL51437,CUST10716,Property,575849.86,27747.26,2024-11-30,2025-11-30,AGT5242,Active
POL51438,CUST11278,Health,430278.96,20441.77,2021-10-09,2022-10-09,AGT5164,Lapsed
POL51439,CUST10001,Term,595004.64,30197.35,2026-08-04,2027-08-04,AGT5055,Active
POL51440,CUST10829,Term,534350.21,25648.21,2025-06-19,2026-06-19,AGT5253,Active
POL51441,CUST10312,Vehicle,717006.02,33128.68,2023-09-08,2024-09-08,AGT5296,Active
POL51442,CUST11072,Health,674771.74,35646.15,2022-04-30,2023-04-30,AGT5151,Cancelled
POL51443,CUST11128,Term,653532.87,30775.73,2023-03-29,2024-03-29,AGT5243,Active
POL51444,CUST10830,Vehicle,459532.43,21436.62,2026-04-29,2027-04-29,AGT5017,Lapsed
POL51445,CUST10896,Property,567450.94,30352.96,2025-12-18,2026-12-18,AGT5081,Active
POL51446,CUST10520,Whole,502587.92,26145.27,2025-07-23,2026-07-23,AGT5038,Active
POL51447,CUST10518,Whole,692336.83,36459.54,2022-07-03,2023-07-03,AGT5085,Active
POL51448,CUST11233,Vehicle,389027.81,18869.25,2025-10-27,2026-10-27,AGT5112,Cancelled
POL51449,CUST10220,Vehicle,628421.86,32159.09,2026-05-11,2027-05-11,AGT5129,Active
POL51450,CUST11277,Whole,509442.33,27673.9,2023-02-11,2024-02-11,AGT5096,Active
POL51451,CUST11083,Health,518351.6,24791.19,2022-07-20,2023-07-20,AGT5163,Active
POL51452,CUST11463,Vehicle,500092.1,22849.02,2021-03-19,2022-03-19,AGT5065,Lapsed
POL51453,CUST10431,Vehicle,515890.63,24096.62,2021-02-24,2022-02-24,AGT5104,Cancelled
POL51454,CUST10839,Property,644629.62,34793.67,2025-01-20,2026-01-20,AGT5252,Active
POL51455,CUST10066,Property,614265.32,29371.29,2026-05-06,2027-05-06,AGT5168,Cancelled
POL51456,CUST11511,Health,435431.24,21733.47,2021-08-30,2022-08-30,AGT5008,Active
POL51457,CUST11119,Property,401800.49,20228.92,2021-01-06,2022-01-06,AGT5098,Lapsed
POL51458,CUST11039,Property,714568.4,39015.53,2025-02-18,2026-02-18,AGT5248,Active
POL51459,CUST11214,Whole,574538.07,27586.32,2023-12-31,2024-12-31,AGT5054,Active
POL51460,CUST10466,Property,623211.14,31293.87,2023-08-19,2024-08-19,AGT5276,Active
POL51461,CUST10999,Health,520974.75,28435.45,2025-12-02,2026-12-02,AGT5088,Active
POL51462,CUST11317,Whole,623291.98,29303.11,2026-06-13,2027-06-13,AGT5189,Active
POL51463,CUST10150,Property,626384.4,31932.36,2023-03-21,2024-03-21,AGT5142,Lapsed
POL51464,CUST11586,Whole,390790.61,17834.15,2023-09-23,2024-09-23,AGT5187,Active
POL51465,CUST11476,Health,536640.69,25560.06,2025-01-21,2026-01-21,AGT5239,Active
POL51466,CUST11591,Health,525737.79,24022.09,2023-07-21,2024-07-21,AGT5044,Active
POL51467,CUST11331,Whole,421889.74,20377.92,2023-10-06,2024-10-06,AGT5105,Active
POL51468,CUST10484,Health,611058.65,28759.07,2026-08-30,2027-08-30,AGT5170,Active
POL51469,CUST10959,Health,432550.78,22918.34,2026-01-01,2027-01-01,AGT5078,Active
POL51470,CUST10201,Term,402301.42,19967.81,2024-11-10,2025-11-10,AGT5112,Cancelled
POL51471,CUST11249,Property,694216.21,34051.31,2023-02-08,2024-02-08,AGT5265,Lapsed
POL51472,CUST10256,Vehicle,705019.8,36606.91,2024-05-15,2025-05-15,AGT5068,Cancelled
POL51473,CUST11435,Vehicle,468982.62,25546.42,2026-02-20,2027-02-20,AGT5056,Active
POL51474,CUST10403,Property,649705.02,31195.87,2025-02-24,2026-02-24,AGT5174,Cancelled
POL51475,CUST10269,Vehicle,379871.35,17347.78,2024-12-16,2025-12-16,AGT5029,Lapsed
POL51476,CUST10119,Property,662642.73,30546.37,2024-11-21,2025-11-21,AGT5000,Active
POL51477,CUST11180,Property,563955.87,30212.33,2025-03-04,2026-03-04,AGT5260,Active
POL51478,CUST10316,Property,690106.0,36892.07,2022-02-20,2023-02-20,AGT5082,Lapsed
POL51479,CUST10337,Health,487561.89,24257.99,2025-02-08,2026-02-08,AGT5036,Active
POL51480,CUST10283,Vehicle,510706.63,23735.82,2026-05-19,2027-05-19,AGT5196,Cancelled
POL51481,CUST10502,Vehicle,695816.68,34975.15,2025-08-12,2026-08-12,AGT5144,Lapsed
POL51482,CUST11560,Health,363526.34,18788.57,2025-12-15,2026-12-15,AGT5136,Active
POL51483,CUST10806,Vehicle,448748.37,21684.58,2023-11-04,2024-11-04,AGT5131,Cancelled
POL51484,CUST10432,Term,538727.16,24687.27,2024-04-30,2025-04-30,AGT5043,Active
POL51485,CUST10285,Health,558718.36,26941.07,2024-04-26,2025-04-26,AGT5257,Active
POL51486,CUST10034,Property,386968.32,20085.88,2026-06-18,2027-06-18,AGT5000,Active
POL51487,CUST10605,Whole,606431.86,33222.57,2024-09-20,2025-09-20,AGT5144,Active
POL51488,CUST10181,Vehicle,521070.18,24438.66,2025-12-19,2026-12-19,AGT5081,Active
POL51489,CUST10048,Health,570500.72,30890.08,2023-10-25,2024-10-25,AGT5192,Active
POL51490,CUST10169,Vehicle,720836.11,35729.13,2022-01-09,2023-01-09,AGT5164,Active
POL51491,CUST10525,Vehicle,544649.62,28121.45,2021-02-14,2022-02-14,AGT5115,Lapsed
POL51492,CUST11241,Property,598512.78,32102.42,2025-09-16,2026-09-16,AGT5160,Lapsed
POL51493,CUST10112,Health,511976.47,25893.01,2023-10-03,2024-10-03,AGT5068,Lapsed
POL51494,CUST11124,Whole,430630.97,19643.07,2026-05-22,2027-05-22,AGT5039,Active
POL51495,CUST11035,Whole,690348.5,32900.48,2023-03-18,2024-03-18,AGT5271,Active
POL51496,CUST11462,Term,719202.17,38138.61,2022-12-12,2023-12-12,AGT5184,Lapsed
POL51497,CUST10311,Health,634013.3,32036.01,2022-11-30,2023-11-30,AGT5196,Lapsed
POL51498,CUST11308,Whole,749824.68,36209.59,2021-05-09,2022-05-09,AGT5299,Active
POL51499,CUST11430,Vehicle,554914.78,28207.99,2026-02-27,2027-02-27,AGT5271,Active
POL51500,CUST11612,Vehicle,624577.62,29783.42,2022-03-04,2023-03-04,AGT5175,Lapsed
POL51501,CUST11331,Whole,449811.52,21325.61,2023-11-28,2024-11-28,AGT5237,Active
POL51502,CUST10207,Vehicle,747233.47,39815.54,2025-04-09,2026-04-09,AGT5158,Active
POL51503,CUST11571,Property,608513.31,29817.56,2021-05-19,2022-05-19,AGT5071,Active
POL51504,CUST11345,Property,485740.3,23189.19,2022-06-20,2023-06-20,AGT5186,Active
POL51505,CUST10363,Whole,695069.1,34122.17,2022-06-08,2023-06-08,AGT5273,Active
POL51506,CUST10277,Vehicle,599693.64,32507.19,2021-12-14,2022-12-14,AGT5263,Lapsed
POL51507,CUST11551,Vehicle,736977.14,34496.34,2025-02-06,2026-02-06,AGT5151,Active
POL51508,CUST10262,Vehicle,669051.45,31346.59,2024-02-01,2025-02-01,AGT5283,Active
POL51509,CUST11285,Property,722746.96,35080.44,2021-12-23,2022-12-23,AGT5059,Active
POL51510,CUST10675,Vehicle,584633.7,26661.86,2022-07-03,2023-07-03,AGT5012,Active
POL51511,CUST11202,Whole,584163.74,26725.03,2026-04-10,2027-04-10,AGT5120,Active
POL51512,CUST10153,Health,615064.26,27745.42,2024-07-13,2025-07-13,AGT5061,Lapsed
POL51513,CUST11204,Whole,425430.38,19766.29,2025-08-17,2026-08-17,AGT5287,Lapsed
POL51514,CUST10849,Property,405802.16,20859.8,2020-11-19,2021-11-19,AGT5034,Active
POL51515,CUST11489,Property,763725.36,35867.8,2023-06-15,2024-06-15,AGT5160,Lapsed
POL51516,CUST10321,Health,670703.44,32715.51,2024-05-19,2025-05-19,AGT5231,Active
POL51517,CUST10180,Term,746084.65,38838.07,2023-08-09,2024-08-09,AGT5033,Active
POL51518,CUST10334,Property,409010.16,18535.62,2022-10-22,2023-10-22,AGT5013,Lapsed
POL51519,CUST10135,Vehicle,479795.93,22593.87,2024-05-14,2025-05-14,AGT5166,Lapsed
POL51520,CUST11618,Vehicle,718783.02,39503.51,2022-08-24,2023-08-24,AGT5270,Active
POL51521,CUST10206,Term,415636.46,21184.83,2022-10-18,2023-10-18,AGT5004,Lapsed
POL51522,CUST10342,Whole,558802.29,28834.08,2020-09-14,2021-09-14,AGT5006,Lapsed
POL51523,CUST11334,Vehicle,507008.13,25431.77,2026-01-06,2027-01-06,AGT5277,Active
POL51524,CUST10412,Health,657947.67,35962.71,2021-10-16,2022-10-16,AGT5180,Lapsed
POL51525,CUST10378,Term,579146.04,26897.26,2022-10-20,2023-10-20,AGT5210,Active
POL51526,CUST11113,Health,451630.96,20627.67,2021-04-13,2022-04-13,AGT5082,Active
POL51527,CUST10666,Whole,586855.95,31198.24,2023-08-17,2024-08-17,AGT5093,Active
POL51528,CUST11376,Property,428291.79,19290.67,2021-03-07,2022-03-07,AGT5141,Active
POL51529,CUST11062,Term,660453.84,33429.28,2023-10-05,2024-10-05,AGT5064,Cancelled
POL51530,CUST10471,Health,566418.14,25496.82,2021-08-05,2022-08-05,AGT5132,Active
POL51531,CUST10988,Vehicle,605067.92,29335.17,2021-06-01,2022-06-01,AGT5286,Active
POL51532,CUST11434,Term,548537.62,28254.55,2023-08-07,2024-08-07,AGT5224,Active
POL51533,CUST10603,Term,493754.14,24921.38,2021-08-10,2022-08-10,AGT5260,Lapsed
POL51534,CUST11217,Health,372883.23,18867.38,2024-08-12,2025-08-12,AGT5148,Lapsed
POL51535,CUST10691,Health,681461.38,31738.02,2022-01-11,2023-01-11,AGT5236,Lapsed
POL51536,CUST10898,Whole,545373.26,26149.19,2023-01-17,2024-01-17,AGT5126,Lapsed
POL51537,CUST11215,Vehicle,565458.4,29460.55,2022-06-21,2023-06-21,AGT5185,Lapsed
POL51538,CUST10102,Whole,529670.2,23958.56,2023-03-30,2024-03-30,AGT5219,Active
POL51539,CUST10752,Health,695757.07,35450.79,2021-10-07,2022-10-07,AGT5247,Lapsed
POL51540,CUST10158,Vehicle,678953.02,34063.52,2025-07-17,2026-07-17,AGT5277,Lapsed
POL51541,CUST11204,Vehicle,414197.36,20063.54,2021-04-29,2022-04-29,AGT5031,Active
POL51542,CUST11008,Whole,619147.4,29934.39,2023-04-22,2024-04-22,AGT5238,Active
POL51543,CUST10540,Term,566388.09,30012.61,2025-09-16,2026-09-16,AGT5212,Cancelled
POL51544,CUST10130,Term,684163.8,33400.86,2021-08-23,2022-08-23,AGT5221,Lapsed
POL51545,CUST11534,Property,768966.66,35217.59,2022-10-18,2023-10-18,AGT5004,Active
POL51546,CUST10520,Whole,671558.1,36680.77,2023-04-12,2024-04-12,AGT5146,Active
POL51547,CUST10451,Property,717997.6,33245.94,2022-10-30,2023-10-30,AGT5288,Active
POL51548,CUST10167,Property,578514.67,30646.55,2025-11-24,2026-11-24,AGT5270,Active
POL51549,CUST10953,Term,524027.63,23654.31,2021-11-12,2022-11-12,AGT5069,Active
POL51550,CUST10437,Whole,632662.68,30775.23,2021-10-23,2022-10-23,AGT5145,Active
POL51551,CUST11392,Whole,673526.09,33778.55,2020-11-30,2021-11-30,AGT5259,Lapsed
POL51552,CUST11132,Health,429636.88,19461.62,2023-01-15,2024-01-15,AGT5279,Cancelled
POL51553,CUST10010,Whole,578804.18,30295.11,2025-02-19,2026-02-19,AGT5099,Active
POL51554,CUST10936,Property,428809.53,20413.83,2026-01-29,2027-01-29,AGT5240,Active
POL51555,CUST10392,Property,468295.83,23607.58,2021-08-20,2022-08-20,AGT5250,Lapsed
POL51556,CUST10029,Whole,724515.67,38343.74,2021-11-13,2022-11-13,AGT5045,Active
POL51557,CUST11033,Whole,440721.81,22437.65,2023-07-20,2024-07-20,AGT5009,Active
POL51558,CUST10349,Property,697369.08,34558.91,2024-08-31,2025-08-31,AGT5014,Cancelled
POL51559,CUST11488,Health,480408.51,23233.1,2022-04-08,2023-04-08,AGT5043,Lapsed
POL51560,CUST10946,Property,640455.73,29109.39,2023-03-15,2024-03-15,AGT5222,Lapsed
POL51561,CUST10357,Vehicle,722103.37,39087.61,2023-12-22,2024-12-22,AGT5116,Active
POL51562,CUST11616,Health,623314.54,31738.75,2025-06-22,2026-06-22,AGT5205,Lapsed
POL51563,CUST10901,Property,702987.33,36074.04,2024-12-16,2025-12-16,AGT5026,Active
POL51564,CUST10277,Health,441402.17,21807.53,2022-08-16,2023-08-16,AGT5180,Active
POL51565,CUST10857,Whole,524244.72,25544.94,2025-04-05,2026-04-05,AGT5223,Active
POL51566,CUST11587,Property,667124.93,30331.87,2025-12-18,2026-12-18,AGT5292,Active
POL51567,CUST10704,Property,684235.32,31946.89,2023-09-08,2024-09-08,AGT5095,Active
POL51568,CUST10706,Vehicle,676639.76,33328.22,2026-03-20,2027-03-20,AGT5163,Active
POL51569,CUST10762,Health,609037.79,28878.77,2025-09-24,2026-09-24,AGT5144,Active
POL51570,CUST10459,Vehicle,465553.35,21156.8,2023-01-03,2024-01-03,AGT5104,Lapsed
POL51571,CUST10271,Whole,496298.36,25043.28,2021-05-01,2022-05-01,AGT5191,Lapsed
POL51572,CUST10955,Whole,747685.79,37115.97,2021-04-27,2022-04-27,AGT5169,Active
POL51573,CUST11480,Property,598236.25,29441.44,2020-10-19,2021-10-19,AGT5249,Lapsed
POL51574,CUST11217,Health,614057.64,32448.21,2021-08-09,2022-08-09,AGT5008,Cancelled
POL51575,CUST10160,Term,610093.15,31111.87,2023-09-04,2024-09-04,AGT5066,Lapsed
POL51576,CUST10670,Whole,740933.22,33352.48,2025-04-12,2026-04-12,AGT5173,Active
POL51577,CUST10010,Whole,719481.0,37858.44,2022-02-03,2023-02-03,AGT5172,Lapsed
POL51578,CUST10506,Vehicle,476799.67,23756.96,2024-09-28,2025-09-28,AGT5270,Active
POL51579,CUST11107,Vehicle,712420.18,35740.8,2022-09-22,2023-09-22,AGT5202,Active
POL51580,CUST10475,Term,495965.02,26730.4,2026-07-14,2027-07-14,AGT5001,Active
POL51581,CUST11387,Term,549734.04,25338.45,2025-02-05,2026-02-05,AGT5146,Active
POL51582,CUST10788,Term,706245.61,36014.32,2023-04-13,2024-04-13,AGT5253,Active
POL51583,CUST11107,Property,509747.34,24376.93,2022-05-30,2023-05-30,AGT5261,Active
POL51584,CUST11463,Whole,496947.19,22545.06,2023-08-04,2024-08-04,AGT5240,Lapsed
POL51585,CUST11132,Health,584029.9,28835.78,2025-03-28,2026-03-28,AGT5143,Lapsed
POL51586,CUST11484,Health,699886.73,33479.87,2022-02-28,2023-02-28,AGT5031,Active
POL51587,CUST11330,Term,431498.24,19423.86,2021-08-03,2022-08-03,AGT5063,Lapsed
POL51588,CUST10937,Vehicle,643000.92,32104.68,2023-09-28,2024-09-28,AGT5254,Active
POL51589,CUST10488,Vehicle,577189.14,27769.28,2022-03-03,2023-03-03,AGT5102,Active
POL51590,CUST10489,Whole,543087.73,26796.62,2025-04-10,2026-04-10,AGT5229,Cancelled
POL51591,CUST11447,Whole,673695.62,30395.34,2025-11-10,2026-11-10,AGT5010,Active
POL51592,CUST10090,Term,593170.06,29075.9,2026-08-22,2027-08-22,AGT5147,Active
POL51593,CUST11560,Health,629233.9,31275.47,2022-02-27,2023-02-27,AGT5285,Lapsed
POL51594,CUST10541,Health,610348.88,30310.05,2025-08-06,2026-08-06,AGT5073,Active
POL51595,CUST11222,Health,694791.64,36246.77,2021-11-11,2022-11-11,AGT5009,Active
POL51596,CUST10546,Term,690845.32,37936.3,2024-11-29,2025-11-29,AGT5086,Active
POL51597,CUST11576,Term,406984.12,18427.68,2025-07-14,2026-07-14,AGT5018,Active
POL51598,CUST10061,Term,678909.5,33239.59,2024-11-17,2025-11-17,AGT5183,Active
POL51599,CUST10584,Health,577396.13,30929.48,2023-09-09,2024-09-09,AGT5057,Cancelled
POL51600,CUST11435,Property,419569.28,21505.85,2021-10-05,2022-10-05,AGT5073,Lapsed
POL51601,CUST10449,Property,618113.35,33894.87,2026-08-18,2027-08-18,AGT5176,Active
POL51602,CUST10451,Term,667931.57,34822.05,2024-03-21,2025-03-21,AGT5097,Active
POL51603,CUST11486,Health,419018.08,21890.54,2024-06-24,2025-06-24,AGT5195,Active
POL51604,CUST11369,Whole,552440.98,25280.17,2022-01-18,2023-01-18,AGT5279,Active
POL51605,CUST10175,Health,539870.2,25780.18,2021-06-19,2022-06-19,AGT5279,Lapsed
POL51606,CUST10957,Vehicle,534171.73,27156.27,2020-11-26,2021-11-26,AGT5218,Active
POL51607,CUST10380,Whole,722261.85,36274.83,2026-08-13,2027-08-13,AGT5290,Active
POL51608,CUST10366,Health,409116.12,21530.11,2026-04-01,2027-04-01,AGT5220,Active
POL51609,CUST11023,Term,675848.44,37128.8,2023-03-26,2024-03-26,AGT5020,Lapsed
POL51610,CUST10207,Vehicle,672118.47,31635.3,2024-05-16,2025-05-16,AGT5286,Lapsed
POL51611,CUST10774,Whole,557491.53,27475.41,2021-03-21,2022-03-21,AGT5170,Active
POL51612,CUST10426,Vehicle,581922.68,31230.86,2020-12-23,2021-12-23,AGT5001,Lapsed
POL51613,CUST11413,Whole,444121.54,23707.87,2023-02-12,2024-02-12,AGT5186,Active
POL51614,CUST10916,Vehicle,451769.56,24021.46,2022-07-06,2023-07-06,AGT5073,Active
POL51615,CUST10366,Health,536082.68,27449.54,2024-06-22,2025-06-22,AGT5160,Active
POL51616,CUST11535,Term,467215.72,25665.06,2022-01-23,2023-01-23,AGT5197,Active
POL51617,CUST11356,Whole,695489.17,33786.19,2022-09-09,2023-09-09,AGT5008,Active
POL51618,CUST10436,Vehicle,610930.44,28202.35,2023-07-20,2024-07-20,AGT5131,Active
POL51619,CUST11590,Whole,406782.79,18844.46,2023-09-25,2024-09-25,AGT5016,Lapsed
POL51620,CUST10441,Whole,522782.52,25802.93,2024-07-15,2025-07-15,AGT5033,Active
POL51621,CUST10479,Term,708989.49,37611.54,2022-07-02,2023-07-02,AGT5063,Active
POL51622,CUST10645,Term,487344.9,24137.44,2022-04-16,2023-04-16,AGT5234,Active
POL51623,CUST10275,Vehicle,650053.36,33226.72,2022-05-10,2023-05-10,AGT5123,Active
POL51624,CUST11139,Whole,421113.05,20457.76,2022-10-12,2023-10-12,AGT5014,Lapsed
POL51625,CUST10924,Property,743255.46,38759.52,2023-03-08,2024-03-08,AGT5224,Active
POL51626,CUST11480,Vehicle,547852.67,25492.36,2022-08-05,2023-08-05,AGT5163,Lapsed
POL51627,CUST10403,Health,522047.97,26207.41,2020-12-16,2021-12-16,AGT5042,Active
POL51628,CUST10284,Health,549440.55,25742.0,2020-12-01,2021-12-01,AGT5168,Active
